ID	log2(fold change)	-log10(Pvalue)
A_23_P425967	3.427	3.745
A_23_P426021	-0.636	3.516
A_23_P426140	-0.675	2.844
A_23_P426196	-0.636	3.165
A_23_P42664	-0.4	3.431
A_23_P426663	0.56	2.149
A_23_P42695	-0.651	4.52
A_23_P42718	2.56	8.474
A_23_P42768	1.484	5.013
A_23_P427703	-0.348	2.718
A_23_P427760	1.214	5.516
A_23_P428129	0.959	5.209
A_23_P428184	0.391	2.408
A_23_P428219	-0.555	2.901
A_23_P428248	1.81	5.965
A_23_P428260	-1.149	2.838
A_23_P42829	0.465	3.279
A_23_P428298	0.806	3.408
A_23_P428382	0.904	4.505
A_23_P428640	-1.271	3.081
A_23_P428827	0.751	4.04
A_23_P42884	-0.604	4.116
A_23_P428842	-0.613	4.464
A_23_P429082	0.506	3.063
A_23_P429184	-0.334	2.196
A_23_P42935	0.526	3.802
A_23_P429363	-2.739	4.34
A_23_P429383	1.361	4.074
A_23_P4294	-0.417	2.724
A_23_P429425	-1.398	2.215
A_23_P429449	0.605	2.884
A_23_P429461	0.366	2.614
A_23_P429535	0.351	2.483
A_23_P429560	-0.945	5.393
A_23_P42963	0.522	1.753
A_23_P429689	-0.335	1.865
A_23_P42975	-0.482	2.497
A_23_P429950	-1.135	2.75
A_23_P42997	0.294	2.68
A_23_P429998	3.799	7.764
A_23_P430161	0.793	4.974
A_23_P430181	-0.523	3.379
A_23_P430271	-1.991	3.731
A_23_P43034	0.557	3.949
A_23_P430381	0.318	2.127
A_23_P430411	5.028	4.925
A_23_P43049	-0.776	4.226
A_23_P430558	-2.201	4.854
A_23_P430658	-1.194	3.162
A_23_P43071	-0.861	3.659
A_23_P430728	5.26	6.766
A_23_P43079	-0.461	2.639
A_23_P43086	-0.42	2.44
A_23_P430930	3.762	5.28
A_23_P43095	0.702	3.477
A_23_P431179	1.943	4.559
A_23_P431305	-0.274	1.93
A_23_P431319	0.301	2.254
A_23_P43150	-0.479	2.01
A_23_P431569	-0.962	3.158
A_23_P43164	-0.852	3.172
A_23_P43175	-0.753	5.131
A_23_P431981	-0.998	3.931
A_23_P432034	-0.557	1.98
A_23_P43226	0.443	3.431
A_23_P432272	0.865	3.214
A_23_P432360	0.522	3.665
A_23_P432512	-0.684	4.215
A_23_P432545	-0.464	3.5
A_23_P43255	-0.195	1.774
A_23_P432573	-0.874	1.825
A_23_P432591	2.166	7.328
A_23_P432610	-0.987	5.804
A_23_P432626	-0.92	4.774
A_23_P433152	1.604	6.716
A_23_P433188	0.353	2.703
A_23_P43337	0.853	2.617
A_23_P433676	0.699	4.217
A_23_P433791	0.458	2.134
A_23_P433798	2.017	3.857
A_23_P433990	0.37	2.133
A_23_P43425	-0.784	4.245
A_23_P434301	-1.08	3.61
A_23_P434347	0.575	2.045
A_23_P434398	0.67	2.175
A_23_P434416	-0.93	5.121
A_23_P434518	-0.569	3.551
A_23_P43476	0.385	1.849
A_23_P434809	-0.865	1.8
A_23_P434890	0.64	3.172
A_23_P43490	0.488	3.632
A_23_P434900	-0.855	5.367
A_23_P434919	-1.375	2.956
A_23_P434944	-0.812	2.728
A_23_P435002	0.523	3.363
A_23_P43504	-0.483	2.809
A_23_P435407	-0.875	4.884
A_23_P43557	0.429	2.799
A_23_P435657	0.243	1.899
A_23_P43566	-0.441	3.163
A_23_P435941	-0.364	2.612
A_23_P43613	-0.359	2.627
A_23_P436281	-0.652	3.484
A_23_P436369	1.368	5.009
A_23_P436526	1.009	5.104
A_23_P436618	-1.512	2.335
A_23_P43810	-1.309	4.382
A_23_P43846	1.413	4.983
A_23_P43898	0.502	2.414
A_23_P4400	1.213	4.523
A_23_P44139	-0.319	2.222
A_23_P44195	1.124	6.69
A_23_P44207	2.345	5.609
A_23_P44244	-0.907	5.494
A_23_P4425	0.393	2.815
A_23_P44264	1.473	2.029
A_23_P44505	-0.438	3.286
A_23_P44569	1.303	4.27
A_23_P44581	0.348	2.356
A_23_P44724	-0.82	4.928
A_23_P4474	-0.855	4.216
A_23_P44849	0.688	1.788
A_23_P4489	0.262	2.031
A_23_P4494	-0.73	3.084
A_23_P44956	0.283	2.216
A_23_P44964	-0.706	3.852
A_23_P44996	0.684	3.434
A_23_P45059	-0.51	2.701
A_23_P45108	-0.375	2.345
A_23_P45185	2.087	5.987
A_23_P452	1.079	1.906
A_23_P45234	0.45	2.878
A_23_P45294	0.786	5.142
A_23_P45324	-0.87	4.152
A_23_P45338	-1.703	2.601
A_23_P45345	-0.463	3.808
A_23_P45365	-0.618	3.399
A_23_P45389	0.736	4.852
A_23_P45396	-0.494	3.1
A_23_P45424	-0.547	2.712
A_23_P4551	-0.276	2.119
A_23_P45524	-0.239	1.778
A_23_P45560	0.517	3.292
A_23_P45699	-0.569	3.621
A_23_P45726	-0.746	3.524
A_23_P45799	-0.3	2.011
A_23_P45871	3.302	8.227
A_23_P45913	-1.16	4.242
A_23_P45917	-0.694	4.966
A_23_P45945	1.087	5.702
A_23_P46025	-0.386	2.324
A_23_P46063	-0.425	3.019
A_23_P4611	-0.608	3.794
A_23_P46131	-0.605	3.649
A_23_P46149	-0.678	4.326
A_23_P46182	0.29	2.176
A_23_P46215	1.093	2.865
A_23_P46222	0.462	2.217
A_23_P46275	-0.318	2.214
A_23_P46309	-0.888	4.574
A_23_P46315	0.325	1.871
A_23_P46333	0.424	3.068
A_23_P46356	0.558	1.86
A_23_P46378	-0.697	3.669
A_23_P46396	-0.355	2.124
A_23_P46429	0.989	4.629
A_23_P46455	-0.255	2.246
A_23_P46470	0.45	3.569
A_23_P46539	-0.852	4.33
A_23_P46725	0.518	3.787
A_23_P4679	0.961	5.173
A_23_P468	1.644	6.085
A_23_P46812	0.559	2.196
A_23_P46819	-0.366	2.13
A_23_P46829	0.772	2.078
A_23_P46852	0.748	4.425
A_23_P46894	-1.494	3.605
A_23_P46903	0.577	2.6
A_23_P46924	-0.605	4.31
A_23_P46928	0.364	3.027
A_23_P46936	-0.44	2.074
A_23_P46964	-0.487	2.997
A_23_P46982	0.322	2.183
A_23_P47004	-0.378	1.933
A_23_P47077	0.599	3.056
A_23_P47110	0.963	3.855
A_23_P4714	0.698	2.777
A_23_P47148	-0.357	1.761
A_23_P47208	-0.999	3.953
A_23_P47247	0.393	2.587
A_23_P47377	0.331	2.62
A_23_P47410	0.801	2.656
A_23_P47426	0.307	2.664
A_23_P47497	-0.81	4.899
A_23_P47517	-0.274	2.115
A_23_P47527	-0.573	4.321
A_23_P47565	-0.369	2.761
A_23_P476	-0.828	4.61
A_23_P47614	1.45	4.8
A_23_P47682	1.674	6.312
A_23_P47704	-0.845	4.473
A_23_P47728	0.268	1.89
A_23_P47790	-0.549	3.289
A_23_P47839	0.471	3.656
A_23_P47879	1.014	3.374
A_23_P47885	-1.155	5.523
A_23_P47904	0.673	2.991
A_23_P47924	1.881	3.058
A_23_P4798	0.58	3.446
A_23_P47991	0.303	2.131
A_23_P48022	1.633	1.95
A_23_P48029	2.125	7.905
A_23_P48056	-0.279	2.14
A_23_P48070	-1.049	5.546
A_23_P48166	-0.571	2.848
A_23_P48175	-0.716	4.814
A_23_P48198	1.042	2.861
A_23_P48217	-0.255	1.867
A_23_P48237	-0.556	2.979
A_23_P48307	-0.219	1.803
A_23_P48358	0.73	4.186
A_23_P48414	1.134	4.142
A_23_P4850	0.629	3.805
A_23_P48530	-1.213	3.536
A_23_P48561	-0.919	4.617
A_23_P48585	-0.903	5.215
A_23_P48596	-0.505	2.133
A_23_P48663	0.541	1.862
A_23_P48669	-0.239	1.773
A_23_P48676	-0.596	1.982
A_23_P48698	1.836	4.351
A_23_P487	-0.473	2.537
A_23_P48713	-1.19	5.379
A_23_P48717	-0.393	1.75
A_23_P48784	1.32	3.91
A_23_P48807	1.429	6.404
A_23_P48826	0.503	2.847
A_23_P48835	-0.289	1.969
A_23_P48936	-0.663	4.201
A_23_P48964	0.725	4.49
A_23_P48977	0.307	2.683
A_23_P48988	-0.395	2.609
A_23_P49009	-0.31	2.181
A_23_P49021	-0.389	2.235
A_23_P49041	1.126	5.886
A_23_P49155	-0.405	1.854
A_23_P4922	0.572	3.696
A_23_P49254	-0.602	3.288
A_23_P49338	1.84	5.674
A_23_P49412	0.382	1.838
A_23_P49429	0.569	3.146
A_23_P4944	-0.897	4.978
A_23_P49448	1.96	2.162
A_23_P49459	0.946	4.656
A_23_P49539	0.422	2.57
A_23_P49546	1.132	2.74
A_23_P49759	-1.866	3.029
A_23_P49768	-0.909	4.641
A_23_P49816	1.567	4.84
A_23_P49842	-0.45	3.595
A_23_P49849	0.538	2.304
A_23_P49865	-1.395	4.008
A_23_P50000	-0.555	3.827
A_23_P50008	0.27	2.263
A_23_P500130	-0.452	3.457
A_23_P500206	-0.462	2.453
A_23_P500381	-0.854	4.317
A_23_P500433	2.041	6.031
A_23_P500464	-0.556	3.739
A_23_P500501	0.364	2.736
A_23_P50052	-0.453	3.379
A_23_P500601	0.444	3.134
A_23_P500614	2.921	4.794
A_23_P500734	-0.524	3.211
A_23_P500773	0.356	2.827
A_23_P500799	-1.133	5.252
A_23_P50081	-1.078	5.28
A_23_P500861	0.929	5.296
A_23_P500873	-0.262	1.861
A_23_P500892	-0.657	3.563
A_23_P50096	-0.649	3.865
A_23_P501007	1.705	6.063
A_23_P50108	-0.299	2.466
A_23_P501080	0.335	2.959
A_23_P501193	-1.049	4.61
A_23_P50121	2.252	3.385
A_23_P50137	0.547	3.651
A_23_P501547	-0.379	2.607
A_23_P501634	0.725	4.481
A_23_P501713	-0.778	2.111
A_23_P501754	0.708	1.777
A_23_P501770	0.874	3.887
A_23_P501795	-0.481	2.484
A_23_P501849	-0.677	4.785
A_23_P501877	-0.769	4.907
A_23_P501933	0.831	4.119
A_23_P501996	-0.592	3.564
A_23_P502078	0.659	3.715
A_23_P502142	-0.583	4.254
A_23_P50217	1.235	6.412
A_23_P502170	-0.602	2.944
A_23_P502312	1.312	4.228
A_23_P502350	1.095	5.844
A_23_P502371	-0.499	3.937
A_23_P502413	0.57	2.557
A_23_P502553	0.78	4.807
A_23_P502654	-0.539	3.364
A_23_P502747	0.287	2.357
A_23_P502750	0.492	2.015
A_23_P50276	1.552	4.443
A_23_P502797	-0.772	2.507
A_23_P502808	-0.605	2.507
A_23_P502832	-1.495	5.024
A_23_P503127	-0.386	2.966
A_23_P503200	-0.685	3.195
A_23_P503233	-0.418	3.181
A_23_P50349	-0.449	2.44
A_23_P50389	-0.416	2.874
A_23_P50399	0.513	2.945
A_23_P50418	0.906	5.445
A_23_P50426	-1.231	6.493
A_23_P50455	-0.431	3.381
A_23_P50508	2.768	4.545
A_23_P50535	0.509	3.562
A_23_P50646	1.678	4.457
A_23_P50735	0.648	4.045
A_23_P50775	-0.914	5.58
A_23_P50786	-0.352	2.68
A_23_P50839	-0.513	3.421
A_23_P50872	-0.705	4.274
A_23_P50907	-0.574	3.936
A_23_P50928	-1.81	2.378
A_23_P50942	0.388	2.795
A_23_P51051	-0.726	4.681
A_23_P51085	-0.885	4.888
A_23_P51187	-0.381	3.117
A_23_P51202	0.32	1.955
A_23_P51317	0.308	2.366
A_23_P51376	-0.9	5.437
A_23_P51397	-0.354	2.959
A_23_P51479	3.162	6.137
A_23_P51548	-0.561	3.939
A_23_P51587	0.797	4.655
A_23_P5163	0.977	4.488
A_23_P51646	1.4	5.937
A_23_P518	0.932	2.406
A_23_P51936	3.688	4.565
A_23_P51996	0.731	4.743
A_23_P52017	-0.703	4.357
A_23_P52031	-0.502	3.248
A_23_P52058	-0.888	3.355
A_23_P52067	0.826	2.819
A_23_P52101	0.832	4.878
A_23_P52121	0.548	2.363
A_23_P52127	-0.35	2.553
A_23_P52147	0.544	4.282
A_23_P52176	-0.63	4.228
A_23_P52207	1.322	6.991
A_23_P52227	-2.348	5.191
A_23_P52266	2.974	7.287
A_23_P52298	-0.812	3.744
A_23_P52311	0.464	2.517
A_23_P52336	1.507	6.26
A_23_P52373	-0.361	2.635
A_23_P52402	0.755	4.835
A_23_P52430	-2.511	4.571
A_23_P52531	0.772	4.491
A_23_P52610	0.349	1.767
A_23_P52639	-0.315	2.812
A_23_P52647	-0.521	3.733
A_23_P52738	-0.204	1.767
A_23_P52806	0.328	2.571
A_23_P52826	-0.456	2.871
A_23_P52939	1.529	5.194
A_23_P53015	0.968	5.295
A_23_P53057	-0.591	2.91
A_23_P53126	1.659	4.961
A_23_P53137	3.074	7.377
A_23_P53193	0.391	2.734
A_23_P53267	0.84	5.493
A_23_P53276	-0.608	4.438
A_23_P53329	1.477	4.143
A_23_P53345	-0.98	4.951
A_23_P53370	1.026	4.025
A_23_P5339	-0.916	5.214
A_23_P53476	-0.577	3.943
A_23_P53588	-0.684	2.625
A_23_P53614	0.96	4.893
A_23_P53646	-0.94	5.508
A_23_P53663	0.439	2.549
A_23_P53668	-1.021	5.037
A_23_P5370	-0.66	3.641
A_23_P53736	-0.498	3.354
A_23_P53763	-1.666	5.31
A_23_P53788	-0.522	3.998
A_23_P53856	-0.36	2.104
A_23_P53884	0.589	2.714
A_23_P5389	-0.36	2.716
A_23_P53891	0.495	1.742
A_23_P53957	-0.641	4.644
A_23_P54006	-0.303	2.365
A_23_P54041	-0.524	3.108
A_23_P54055	1.267	5.565
A_23_P54079	0.249	2.119
A_23_P54100	1.023	3.191
A_23_P54144	2.115	3.284
A_23_P54170	-0.3	2.051
A_23_P54179	0.698	3.871
A_23_P54205	0.55	2.195
A_23_P54230	0.342	2.55
A_23_P54357	1.371	3.03
A_23_P54376	0.798	4.536
A_23_P5441	0.727	4.433
A_23_P54469	3.311	8.405
A_23_P54477	-0.465	3.437
A_23_P54517	-0.458	3.775
A_23_P54556	-0.694	4.787
A_23_P54576	0.729	2.672
A_23_P54622	-0.497	3.296
A_23_P54636	0.337	2.715
A_23_P54840	-0.823	5.035
A_23_P54846	2.356	7.784
A_23_P54861	0.523	1.758
A_23_P54891	0.745	4.019
A_23_P54900	0.484	3.273
A_23_P54929	-0.491	2.314
A_23_P54963	0.352	2.447
A_23_P54991	0.655	4.062
A_23_P54996	2.743	6.904
A_23_P55011	-0.573	3.392
A_23_P55091	0.551	4.139
A_23_P55107	-0.392	2.226
A_23_P55123	0.387	2.214
A_23_P55127	1.397	6.642
A_23_P55136	-0.99	5.936
A_23_P55190	-0.599	4.242
A_23_P55251	0.571	3.117
A_23_P553	0.459	3.445
A_23_P55319	-0.446	3.012
A_23_P55356	0.855	4.172
A_23_P55373	-1.454	4.147
A_23_P55388	0.443	2.878
A_23_P55421	0.413	2.78
A_23_P55468	0.339	2.179
A_23_P55477	-0.696	2.221
A_23_P5551	-0.449	3.382
A_23_P55515	0.437	2.493
A_23_P55518	0.808	3.627
A_23_P55601	-0.808	3.837
A_23_P55616	0.658	1.82
A_23_P5568	-0.747	4.223
A_23_P55682	0.751	4.527
A_23_P55688	0.866	5.258
A_23_P55706	2.151	7.881
A_23_P55749	1.484	3.715
A_23_P5586	0.267	1.897
A_23_P55873	0.434	2.797
A_23_P55880	0.94	4.179
A_23_P55926	-0.3	1.734
A_23_P55948	-0.625	4.153
A_23_P55990	0.601	3.956
A_23_P55998	1.125	5.459
A_23_P56146	-1.525	4.157
A_23_P56170	-0.293	1.845
A_23_P56256	-0.373	2.747
A_23_P56288	-0.635	3.231
A_23_P56298	0.423	2.282
A_23_P56553	0.305	2.654
A_23_P56567	-0.36	2.657
A_23_P56590	-0.343	2.608
A_23_P56654	1.593	6.653
A_23_P56680	-0.38	2.514
A_23_P56703	0.838	3.682
A_23_P56709	0.544	3.822
A_23_P56746	2.719	3.53
A_23_P56787	0.502	3.408
A_23_P56798	-0.758	4.146
A_23_P56810	0.898	4.698
A_23_P56833	0.631	4.687
A_23_P5685	0.514	1.763
A_23_P56894	0.523	3.838
A_23_P56922	-0.617	3.758
A_23_P56978	-1.282	1.881
A_23_P571	-1.113	4.566
A_23_P57155	0.836	4.324
A_23_P57199	1.229	3.791
A_23_P57268	-0.527	2.763
A_23_P57293	0.468	3.438
A_23_P57306	-0.505	4.04
A_23_P57370	-0.551	2.977
A_23_P57417	-0.792	2.974
A_23_P57474	1.471	2.282
A_23_P57521	-0.626	3.872
A_23_P57534	-0.849	3.683
A_23_P57547	-0.273	1.999
A_23_P5757	-0.355	2.817
A_23_P57588	-0.636	4.491
A_23_P57658	0.527	3.461
A_23_P57667	-0.657	4.458
A_23_P57697	0.501	3.368
A_23_P57709	-0.524	1.761
A_23_P57760	-0.816	3.976
A_23_P57807	0.511	3.656
A_23_P57819	-0.444	3.336
A_23_P5785	0.342	2.575
A_23_P57856	2.128	7.766
A_23_P57941	0.39	2.867
A_23_P58002	-0.589	3.704
A_23_P58031	0.758	4.675
A_23_P58036	0.441	3.802
A_23_P58082	-0.45	1.891
A_23_P58169	1.448	2.664
A_23_P58266	1.02	2.178
A_23_P58280	-0.344	2.519
A_23_P58293	0.419	2.812
A_23_P58321	-0.846	4.04
A_23_P58353	-0.561	3.958
A_23_P58390	2.845	5.166
A_23_P58443	0.656	3.201
A_23_P58506	-0.757	4.304
A_23_P58521	0.344	2.049
A_23_P58538	1.645	7.188
A_23_P58579	0.328	2.022
A_23_P58588	0.713	4.521
A_23_P58606	-0.566	1.779
A_23_P58647	-0.65	3.114
A_23_P58676	2.899	3.932
A_23_P58763	0.661	3.898
A_23_P58770	0.951	2.185
A_23_P58819	0.999	5.66
A_23_P58862	0.612	3.66
A_23_P58912	0.321	1.768
A_23_P58953	-0.239	1.926
A_23_P58967	-0.384	2.81
A_23_P59005	3.866	8.867
A_23_P5903	-1.418	4.685
A_23_P59130	-1.233	3.443
A_23_P59153	-0.606	4.052
A_23_P59192	-0.516	3.494
A_23_P59202	-0.434	3.08
A_23_P59261	-0.632	2.723
A_23_P59285	-1.879	3.037
A_23_P59388	-0.651	2.037
A_23_P59397	0.935	4.834
A_23_P59418	0.299	2.238
A_23_P5945	-0.398	3.084
A_23_P59452	-1.484	2.096
A_23_P59528	-0.839	5.265
A_23_P59616	0.876	4.587
A_23_P59630	1.015	4.959
A_23_P59677	0.913	5.611
A_23_P59718	-1.294	4.682
A_23_P59787	-0.503	3.713
A_23_P59825	0.517	1.773
A_23_P5983	0.541	3.682
A_23_P59877	-0.876	3.58
A_23_P59888	-0.652	3.903
A_23_P59950	0.273	2.158
A_23_P60016	-0.918	4.562
A_23_P60079	2.828	7.474
A_23_P60101	0.422	2.255
A_23_P60130	-0.478	2.489
A_23_P60166	0.763	3.019
A_23_P60180	-0.705	4.737
A_23_P60227	-0.444	2.413
A_23_P60248	-0.31	2.285
A_23_P60324	-0.489	3.264
A_23_P60458	-0.59	3.772
A_23_P60488	-0.621	4.703
A_23_P60499	-0.312	2.657
A_23_P60517	-0.856	5.215
A_23_P60534	-1.068	5.483
A_23_P60591	-0.508	2.874
A_23_P60657	0.37	2.325
A_23_P6066	-0.856	4.981
A_23_P6099	1.083	4.628
A_23_P60990	0.806	2.636
A_23_P61031	0.679	3.133
A_23_P61127	-0.712	3.742
A_23_P61180	-0.531	3.634
A_23_P6119	0.672	4.292
A_23_P61202	0.817	4.732
A_23_P61280	-0.594	3.123
A_23_P61317	1.207	3.566
A_23_P61398	0.444	3.193
A_23_P61447	0.495	3.617
A_23_P61487	-1.484	5.218
A_23_P61508	1.612	1.841
A_23_P6151	-0.577	3.721
A_23_P61524	-0.826	3.027
A_23_P61569	0.618	3.343
A_23_P61633	0.386	2.896
A_23_P61674	1.302	6.875
A_23_P61810	0.61	4.274
A_23_P61823	0.252	1.767
A_23_P61881	0.687	5.105
A_23_P6196	-0.583	3.099
A_23_P61960	-0.561	3.498
A_23_P62081	1.582	5.681
A_23_P62115	-0.393	2.669
A_23_P62188	-0.303	2.261
A_23_P62276	0.427	3.243
A_23_P62298	-0.907	4.755
A_23_P62351	0.244	1.858
A_23_P62605	-0.314	2.513
A_23_P62634	1.289	2.524
A_23_P62659	-0.574	3.923
A_23_P62731	-0.389	3.27
A_23_P62764	-0.358	2.483
A_23_P62840	0.624	4.007
A_23_P62890	2.251	2.954
A_23_P62907	0.63	3.639
A_23_P62920	0.589	3.58
A_23_P62932	-0.258	2.035
A_23_P62953	0.464	2.323
A_23_P62967	0.262	2.407
A_23_P630	0.719	2.601
A_23_P63010	-0.377	2.211
A_23_P63026	1.726	2.894
A_23_P63032	-0.534	2.392
A_23_P63038	0.234	1.823
A_23_P63067	0.242	2.089
A_23_P63153	0.389	2.761
A_23_P63158	1.494	2.557
A_23_P63190	-0.614	3.721
A_23_P63209	0.551	2.497
A_23_P63232	-0.354	2.424
A_23_P63243	0.676	4.433
A_23_P63371	-1.22	2.338
A_23_P63379	-0.598	1.753
A_23_P63432	2.394	2.352
A_23_P6344	0.403	2.916
A_23_P63660	-0.652	3.954
A_23_P63681	0.453	2.265
A_23_P63751	-0.622	3.415
A_23_P63789	-0.487	3.713
A_23_P63798	1.098	6.079
A_23_P6381	-0.623	3.104
A_23_P63825	0.887	5.01
A_23_P63829	0.372	2.465
A_23_P63870	1.836	6.451
A_23_P63896	1.448	4.896
A_23_P63908	0.321	2.467
A_23_P63980	-0.3	2.256
A_23_P64019	0.254	1.99
A_23_P64058	1.613	5.559
A_23_P64121	-1.376	5.423
A_23_P64129	2.2	3.682
A_23_P6413	0.365	2.309
A_23_P64214	0.924	2.865
A_23_P64232	0.504	3.612
A_23_P64280	-1.191	3.733
A_23_P64306	-0.79	4.769
A_23_P64343	-0.606	3.221
A_23_P64499	0.36	2.427
A_23_P64560	-0.812	3.035
A_23_P64617	0.671	4.133
A_23_P64630	-0.656	4.801
A_23_P64661	4.152	7.124
A_23_P64669	0.85	5.733
A_23_P64721	1.42	1.75
A_23_P64770	-0.397	3.34
A_23_P64785	0.775	4.635
A_23_P64828	4.148	9.653
A_23_P64860	1.892	3.693
A_23_P64873	-1.296	2.557
A_23_P64888	-0.837	2.787
A_23_P64898	-0.858	4.768
A_23_P64913	1.991	3.968
A_23_P64932	0.513	2.995
A_23_P64980	2.3	4.19
A_23_P64990	0.976	5.64
A_23_P65031	0.189	1.769
A_23_P65041	-0.373	2.501
A_23_P65089	-0.395	3.059
A_23_P65100	1.377	5.967
A_23_P65129	-0.266	1.818
A_23_P65157	-0.647	4.455
A_23_P65208	1.021	4.814
A_23_P65217	0.427	2.327
A_23_P65230	-0.842	4.418
A_23_P65240	-1.046	4.386
A_23_P65262	1.664	6.462
A_23_P65278	0.776	3.402
A_23_P65307	1.092	2.509
A_23_P6535	1.986	3.455
A_23_P65357	-0.334	1.937
A_23_P65370	-0.508	3.741
A_23_P65386	-0.882	3.609
A_23_P654	0.341	2.314
A_23_P65442	2.105	6.07
A_23_P65455	-0.373	2.291
A_23_P6546	0.499	2.134
A_23_P65481	1.257	5.118
A_23_P65518	0.844	4.221
A_23_P65584	1.3	6.304
A_23_P65609	0.803	4.904
A_23_P6561	-0.796	3.182
A_23_P65629	-0.388	2.282
A_23_P65651	1.168	5.857
A_23_P65674	-0.569	4.181
A_23_P65699	0.503	2.91
A_23_P65712	-0.469	2.751
A_23_P65757	-0.857	5.343
A_23_P65870	0.271	1.872
A_23_P65930	0.497	2.708
A_23_P6596	0.757	2.703
A_23_P65967	0.251	2.265
A_23_P66011	-0.335	2.764
A_23_P66050	0.655	2.322
A_23_P66117	-0.275	1.907
A_23_P66137	-0.91	5.196
A_23_P66158	-0.592	3.792
A_23_P6624	-0.267	2.067
A_23_P66241	1.125	3.596
A_23_P66311	0.478	2.25
A_23_P66328	-1.486	1.938
A_23_P66402	-0.326	2.559
A_23_P66432	1.038	4.247
A_23_P66481	1.736	2.617
A_23_P66487	-0.828	4.326
A_23_P6651	-0.709	3.255
A_23_P66563	0.382	2.951
A_23_P66593	0.525	1.761
A_23_P66599	-0.387	2.717
A_23_P66608	-0.441	1.956
A_23_P66719	-0.697	3.918
A_23_P66813	0.591	3.876
A_23_P66858	0.514	1.736
A_23_P66872	-0.416	3.346
A_23_P66881	1.235	2.697
A_23_P6708	-0.467	3.511
A_23_P67127	-0.518	2.777
A_23_P67162	-0.366	2.685
A_23_P67198	-0.701	3.289
A_23_P67299	0.892	4.167
A_23_P67312	0.393	2.59
A_23_P67367	0.597	3.425
A_23_P67391	-0.588	3.384
A_23_P67424	0.668	3.321
A_23_P67432	0.659	3.814
A_23_P67529	2.34	3.885
A_23_P67618	-0.528	3.455
A_23_P6762	0.319	2.819
A_23_P67646	0.518	1.777
A_23_P67725	-0.627	4.025
A_23_P67748	-0.59	2.626
A_23_P67829	-0.761	3.303
A_23_P6786	-0.577	3.106
A_23_P67864	-0.791	3.266
A_23_P67913	0.35	2.087
A_23_P67952	-0.342	2.004
A_23_P67980	0.866	4.22
A_23_P6802	0.455	3.008
A_23_P68087	-0.247	1.882
A_23_P68106	-0.371	2.654
A_23_P68155	7.463	10.5
A_23_P68167	2.305	5.689
A_23_P6818	-1.431	1.954
A_23_P68211	-0.397	3.319
A_23_P68240	-0.718	2.88
A_23_P68327	0.383	3.25
A_23_P6836	0.362	2.433
A_23_P68401	-0.252	1.966
A_23_P68486	-0.681	3.594
A_23_P68505	-0.773	4.722
A_23_P68547	-0.352	2.473
A_23_P68601	0.557	1.743
A_23_P68610	-0.692	3.447
A_23_P68628	0.738	3.397
A_23_P68665	-0.262	1.749
A_23_P68669	-0.503	3.768
A_23_P6869	0.452	2.81
A_23_P68717	0.347	2.892
A_23_P68866	-0.484	3.651
A_23_P68884	0.277	1.86
A_23_P6891	0.465	2.762
A_23_P68910	-0.991	3.459
A_23_P68942	-0.231	1.978
A_23_P68970	0.509	3.485
A_23_P68978	1.846	5.96
A_23_P69030	-0.482	2.598
A_23_P6914	-0.365	2.34
A_23_P69179	1.645	6.749
A_23_P69188	0.519	3.786
A_23_P69242	-0.555	4.227
A_23_P69293	-1.148	4.653
A_23_P69326	1.908	6.18
A_23_P69329	-1.749	2.016
A_23_P69339	0.281	2.334
A_23_P69362	0.348	2.68
A_23_P69383	1.509	4.627
A_23_P6943	-0.954	1.891
A_23_P69437	-0.345	2.37
A_23_P69468	-0.323	2.542
A_23_P69493	-0.385	2.208
A_23_P69497	2.109	7.152
A_23_P69537	0.61	4.354
A_23_P69573	-0.488	2.201
A_23_P69637	-1.05	4.29
A_23_P69670	-0.457	3.349
A_23_P69699	1.842	2.802
A_23_P69840	-0.31	2.221
A_23_P69863	-0.774	3.643
A_23_P69877	-0.606	4.335
A_23_P69908	-0.759	5.183
A_23_P69941	-0.685	3.7
A_23_P69958	-0.607	3.294
A_23_P70007	-0.286	2.103
A_23_P70045	-0.261	2.332
A_23_P70047	-0.364	1.882
A_23_P70060	0.676	4.78
A_23_P70148	-0.547	2.087
A_23_P70168	1.081	5.733
A_23_P70213	-0.621	3.06
A_23_P70318	-0.454	3.307
A_23_P70328	-0.814	4.71
A_23_P70355	0.385	2.346
A_23_P70371	-0.348	2.541
A_23_P70398	3.163	7.786
A_23_P70409	-0.309	2.481
A_23_P70445	-1.093	6.132
A_23_P70468	1.879	1.822
A_23_P7048	1.296	1.877
A_23_P70634	-1.316	2.273
A_23_P70670	-0.729	4.458
A_23_P70748	0.439	3.669
A_23_P70814	0.669	1.992
A_23_P70818	-0.415	3.453
A_23_P7083	-0.394	3.296
A_23_P7099	0.444	3.091
A_23_P70991	-0.309	2.146
A_23_P71094	0.627	3.905
A_23_P71146	-0.27	1.968
A_23_P71148	-0.487	3.165
A_23_P71241	-0.259	1.899
A_23_P71300	-0.619	3.545
A_23_P71328	-0.457	2.231
A_23_P71415	-0.397	2.183
A_23_P71433	0.291	2.312
A_23_P7144	4.389	7.674
A_23_P71503	-0.844	5.183
A_23_P71537	0.721	3.875
A_23_P71591	0.425	3.47
A_23_P71598	0.326	2.587
A_23_P717	-0.563	2.726
A_23_P7172	-0.432	2.73
